AGE,SEX
13.07323751,0
13.07323751,0
14.02600958,0
14.02600958,0
14.02600958,0
14.02600958,0
14.02600958,0
10.07802875,1
10.07802875,1
10.07802875,1
10.07802875,1
10.07802875,1
10.00136893,1
10.00136893,1
10.00136893,1
10.00136893,1
10.00136893,1
10.7652293,1
10.7652293,1
10.7652293,1
10.7652293,1
10.7652293,1
12.81861739,1
12.81861739,1
12.81861739,1
12.81861739,1
12.81861739,1
15.00616016,0
15.00616016,0
15.00616016,0
15.00616016,0
15.00616016,0
11.45516769,1
11.45516769,1
11.45516769,1
11.45516769,1
11.45516769,1
10.96783025,1
10.96783025,1
10.96783025,1
10.96783025,1
10.96783025,1
12.5065024,1
12.5065024,1
12.5065024,1
12.5065024,1
12.5065024,1
14.89664613,1
14.89664613,1
14.89664613,1
14.89664613,1
14.89664613,1
12.84599589,0
12.84599589,0
12.84599589,0
12.84599589,0
12.84599589,0
12.06297057,1
12.06297057,1
12.06297057,1
12.06297057,1
12.06297057,1
12.3340178,0
12.3340178,0
12.3340178,0
12.3340178,0
12.3340178,0
14.06707734,1
14.06707734,1
14.06707734,1
14.06707734,1
14.06707734,1
14.85831622,1
14.85831622,1
14.85831622,1
14.85831622,1
14.85831622,1
10.96783025,0
10.96783025,0
10.96783025,0
10.96783025,0
10.96783025,0
11.22518823,0
11.22518823,0
11.22518823,0
11.22518823,0
11.22518823,0
10.52703628,0
10.52703628,0
10.52703628,0
10.52703628,0
10.52703628,0
12.44626968,0
12.44626968,0
12.44626968,0
12.44626968,0
12.44626968,0
9.681040383,1
9.681040383,1
9.681040383,1
9.681040383,1
9.681040383,1
13.0513347,1
13.0513347,1
13.0513347,1
13.0513347,1
13.0513347,1
13.09240246,1
13.09240246,1
13.09240246,1
13.09240246,1
13.09240246,1
13.4017796,1
13.4017796,1
13.4017796,1
13.4017796,1
13.4017796,1
13.35797399,1
13.35797399,1
13.35797399,1
13.35797399,1
13.35797399,1
12.87063655,1
12.87063655,1
12.87063655,1
12.87063655,1
12.87063655,1
9.919233402,0
9.919233402,0
9.919233402,0
9.919233402,0
9.919233402,0
11.21697468,0
11.21697468,0
11.21697468,0
11.21697468,0
11.21697468,0
11.8220397,1
11.8220397,1
11.8220397,1
11.8220397,1
11.8220397,1
13.72758385,1
13.72758385,1
13.72758385,1
13.72758385,1
13.72758385,1
13.76043806,1
13.76043806,1
13.76043806,1
13.76043806,1
13.76043806,1
11.4661191,0
11.4661191,0
11.4661191,0
11.4661191,0
11.4661191,0
9.533196441,1
9.533196441,1
9.533196441,1
9.533196441,1
9.533196441,1
14.78439425,1
14.78439425,1
14.78439425,1
14.78439425,1
14.78439425,1
9.828884326,1
9.828884326,1
9.828884326,1
9.828884326,1
9.828884326,1
12.7008898,1
12.7008898,1
12.7008898,1
12.7008898,1
12.7008898,1
12.65982204,0
12.65982204,0
12.65982204,0
12.65982204,0
12.65982204,0
11.05544148,1
11.05544148,1
11.05544148,1
11.05544148,1
11.05544148,1
11.72895277,0
11.72895277,0
11.72895277,0
11.72895277,0
11.72895277,0
13.00479124,0
13.00479124,0
13.00479124,0
13.00479124,0
13.00479124,0
